0	373
0	874
1	894
1	922
2	28
2	421
3	13
3	732
4	212
4	74
5	610
5	3
6	496
6	221
7	22
7	881
8	861
8	169
9	513
9	651
10	277
10	551
11	591
11	218
12	495
12	750
13	732
14	756
14	808
15	189
15	445
16	200
16	785
17	323
17	413
18	875
18	626
19	810
19	582
20	814
20	241
21	525
21	289
22	881
23	428
23	559
24	109
24	888
25	245
25	463
26	483
26	910
27	705
27	740
28	774
29	563
29	363
30	332
30	518
31	65
31	145
32	942
32	962
33	425
33	849
34	141
34	276
35	352
35	299
36	371
36	184
37	319
37	997
38	393
38	782
39	803
39	182
40	379
40	172
41	117
41	441
42	137
42	305
43	461
43	805
44	51
44	424
45	582
45	940
46	449
46	147
47	954
47	962
48	964
48	581
49	243
49	565
50	792
50	137
51	424
52	214
52	784
53	128
53	340
54	185
54	967
55	733
55	949
56	783
56	859
57	529
57	647
58	856
58	958
59	694
59	905
60	899
60	479
61	628
61	892
62	611
62	429
63	545
63	458
64	664
64	145
65	339
66	98
66	330
67	876
67	669
68	146
68	256
69	242
69	879
70	588
70	735
71	275
71	105
72	271
72	165
73	754
73	575
74	679
74	984
75	734
75	384
76	191
76	263
77	164
77	146
78	151
78	586
79	796
79	776
80	243
80	49
81	264
81	831
82	178
82	87
83	114
83	919
84	262
84	507
85	871
85	55
86	646
86	692
87	178
88	270
88	760
89	72
89	131
90	752
90	307
91	857
91	183
92	263
92	860
93	711
93	1
94	115
94	549
95	638
95	690
96	112
96	753
97	952
97	813
98	822
99	232
99	824
100	854
100	663
101	574
101	850
102	766
102	244
103	220
103	459
104	391
104	780
105	47
106	339
106	772
107	205
107	300
108	405
108	236
109	888
110	355
110	592
111	332
111	247
112	158
113	654
113	450
114	919
115	166
116	385
116	855
117	441
118	265
118	816
119	712
119	105
120	464
120	829
121	927
121	382
122	960
122	197
123	826
123	976
124	367
124	423
125	934
125	329
126	360
126	459
127	556
127	419
128	907
129	218
129	591
130	506
130	344
131	233
132	176
132	237
133	465
133	745
134	855
134	116
135	515
135	818
136	310
136	665
138	881
138	824
139	400
139	414
140	747
140	225
141	276
142	423
142	375
143	452
143	508
144	902
144	216
145	664
146	305
147	449
148	269
148	822
149	542
149	979
150	466
150	248
151	586
152	341
152	841
153	228
153	715
154	593
154	407
155	692
155	769
156	634
156	671
157	292
157	671
158	497
159	720
159	721
160	661
160	935
161	356
161	348
162	257
162	462
163	158
163	112
164	807
165	271
166	555
167	607
167	839
168	555
168	585
169	861
170	483
170	653
171	503
171	731
172	519
173	879
173	242
174	701
174	561
175	676
175	862
176	440
177	487
177	735
179	798
179	674
180	344
180	287
181	499
181	649
182	789
182	968
183	842
183	368
184	790
185	578
186	864
186	386
187	505
187	328
188	556
188	127
189	445
190	776
190	249
191	263
192	616
192	696
193	858
193	194
194	458
195	665
195	310
196	693
196	913
197	536
198	980
198	223
199	478
199	416
200	588
201	660
201	37
202	804
202	918
203	947
203	890
204	251
204	386
205	300
206	300
206	107
207	265
207	7
208	983
208	713
209	467
209	868
210	566
210	802
211	732
211	496
212	929
213	530
213	590
214	784
215	698
215	10
216	902
216	550
217	614
217	640
218	591
219	956
219	505
220	911
221	321
222	416
222	583
223	980
224	713
224	627
225	747
225	686
226	583
226	422
227	657
227	950
228	411
229	406
229	612
230	901
230	485
231	667
231	730
232	824
233	89
234	988
234	838
235	249
235	739
236	405
237	866
238	782
238	38
239	904
239	608
240	995
240	396
241	814
242	879
243	849
244	678
245	722
245	463
246	993
246	355
247	332
248	430
248	434
249	739
250	481
250	345
251	965
252	291
252	662
253	777
253	471
254	517
254	969
255	146
255	305
256	887
257	462
258	838
258	988
259	817
259	532
260	295
260	401
261	779
261	786
262	580
263	666
264	877
265	816
266	639
266	643
267	507
267	941
268	624
268	577
269	909
270	760
272	813
272	418
273	230
273	901
274	388
274	393
275	105
276	758
277	551
278	877
278	264
279	959
279	848
280	977
280	681
281	381
281	415
282	486
282	278
283	971
283	389
284	863
284	638
285	699
285	435
286	182
286	803
287	935
287	621
288	489
288	719
289	697
289	783
290	405
290	236
291	862
292	671
293	399
293	712
294	940
294	582
295	957
296	369
296	466
297	633
297	565
298	997
298	319
299	431
299	944
301	290
301	405
302	536
302	197
303	374
303	893
304	366
304	534
305	68
306	751
306	606
307	998
307	343
308	812
308	615
309	898
309	378
310	665
311	605
311	237
312	831
312	426
313	800
313	372
314	821
314	625
315	872
315	617
316	617
316	872
317	887
317	160
318	384
318	734
319	997
320	500
320	992
321	365
322	420
322	589
323	450
323	326
324	469
324	562
325	522
325	970
326	450
326	896
327	396
327	330
328	974
329	587
329	934
330	396
331	973
331	544
332	518
333	840
333	672
334	497
334	480
335	761
335	459
336	790
336	827
337	981
337	540
338	788
338	553
339	772
340	933
340	408
341	793
342	625
342	501
343	752
344	506
345	309
345	378
346	724
346	366
347	757
347	398
348	356
349	861
349	755
350	878
350	900
351	116
351	385
352	701
353	410
353	999
354	449
354	147
355	993
357	830
357	523
358	710
358	773
359	924
359	383
360	459
361	646
361	692
362	721
362	991
363	377
363	809
364	522
364	325
365	964
367	375
368	799
368	842
369	466
370	372
370	476
371	967
372	800
373	874
374	754
375	124
376	781
376	774
377	540
379	762
380	476
380	834
381	415
382	927
383	924
384	734
385	855
386	251
387	581
387	916
388	393
389	880
390	659
390	912
391	780
392	414
392	946
393	782
394	275
394	403
395	550
395	216
396	995
397	555
397	166
398	734
399	857
400	595
401	94
402	528
402	873
403	339
403	106
404	508
404	452
406	612
407	572
408	933
408	600
409	439
409	833
410	652
411	728
412	492
412	909
413	288
413	744
416	478
417	544
417	584
418	813
419	188
420	589
421	770
421	532
422	682
425	851
426	315
427	674
427	462
428	648
429	611
429	891
430	434
431	944
432	688
432	214
433	482
433	502
435	353
436	951
436	499
437	842
437	61
438	162
438	205
439	193
439	288
440	866
440	132
442	246
442	169
443	456
443	874
444	691
444	620
445	757
446	684
446	467
447	554
447	675
448	832
448	880
451	567
451	484
452	508
453	550
453	485
454	645
454	985
455	539
455	972
456	603
456	558
457	494
457	586
458	858
458	193
460	66
460	939
461	805
464	829
465	593
468	594
468	811
469	562
470	872
470	492
471	841
471	984
472	589
472	667
473	443
473	658
474	896
474	326
475	852
475	945
476	834
477	534
477	707
479	899
480	497
481	345
482	577
483	787
484	776
484	743
485	216
485	902
486	242
487	735
488	444
488	888
489	719
490	198
490	847
491	104
491	391
492	909
493	940
493	294
494	586
494	151
495	932
495	775
498	78
498	151
499	649
500	992
501	867
502	482
503	832
504	819
504	687
509	537
509	560
510	622
510	117
511	785
511	588
512	835
512	622
513	688
514	19
514	383
515	818
516	109
516	24
517	969
518	111
519	533
520	364
520	524
521	491
521	854
523	830
524	670
524	729
525	39
526	360
526	126
527	693
527	726
528	292
528	157
529	647
530	590
531	759
531	837
532	817
532	770
533	172
535	807
535	217
537	716
538	504
538	656
539	551
540	981
541	601
541	585
542	979
543	254
543	969
544	584
545	458
546	989
546	569
547	369
547	296
548	727
548	176
549	260
551	972
552	622
552	745
553	805
553	669
554	675
557	774
557	28
558	603
559	428
560	537
561	748
561	801
562	746
563	363
564	797
564	415
565	843
566	802
567	943
568	895
568	892
569	989
570	858
570	458
571	764
571	208
572	352
573	527
573	300
574	736
575	754
576	614
576	640
577	433
578	965
579	195
579	665
580	608
582	940
584	596
585	601
587	934
589	667
592	979
592	542
594	811
594	911
595	905
596	36
597	966
597	770
598	223
598	980
599	941
599	258
600	700
600	982
601	749
602	631
602	853
603	874
604	213
604	530
605	56
606	598
607	885
607	930
609	893
609	915
610	321
611	736
611	917
613	425
